id_empresa,anio,provincia,codigo_provincia,canton,codigo_canton,seccion,codigo_division,codigo_clase,clase,ventas_totales,ventas_nacionales,ventas_rimpe,ventas_totales_rimpe,estrato_ventas,tamanoe_empleo,tamanoe_plazas
13764642141,2024,MORONA SANTIAGO,14,SUCÚA,1406,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13764698147,2024,MORONA SANTIAGO,14,LIMÓN INDANZA,1403,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,58861.0,58861.0,1,1,1
13764858144,2024,MORONA SANTIAGO,14,MORONA,1401,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",109398.0,109398.0,,109398.0,2,2,2
13764938148,2024,MORONA SANTIAGO,14,GUALAQUIZA,1402,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",28366.0,28366.0,,28366.0,1,1,1
13765206141,2024,MORONA SANTIAGO,14,MORONA,1401,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,11329.0,11329.0,1,1,1
13765361146,2024,MORONA SANTIAGO,14,MORONA,1401,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13765380141,2024,MORONA SANTIAGO,14,MORONA,1401,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,133534.0,133534.0,1,1,1
13765526145,2024,MORONA SANTIAGO,14,LIMÓN INDANZA,1403,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,951.0,951.0,1,1,1
13765579141,2024,MORONA SANTIAGO,14,TIWINTZA,1412,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13765629149,2024,MORONA SANTIAGO,14,TIWINTZA,1412,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,37426.0,37426.0,1,1,1
13765662146,2024,MORONA SANTIAGO,14,MORONA,1401,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13765681141,2024,MORONA SANTIAGO,14,SAN JUAN BOSCO,1408,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,5396.0,5396.0,1,1,1
13765697144,2024,MORONA SANTIAGO,14,MORONA,1401,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,4074.0,4074.0,1,1,1
13765852140,2024,MORONA SANTIAGO,14,SUCÚA,1406,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,3566.0,3566.0,1,1,1
13767495158,2024,MORONA SANTIAGO,14,HUAMBOYA,1407,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,6500.0,6500.0,1,1,1
13768964160,2024,TUNGURAHUA,18,BAÑOS DE AGUA SANTA,1802,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,10848.0,10848.0,1,1,1
13771797177,2024,TUNGURAHUA,18,SANTIAGO DE PÍLLARO,1808,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,3690.0,3690.0,1,1,1
13772018171,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,3285.0,3285.0,1,1,1
13832436181,2024,MORONA SANTIAGO,14,SUCÚA,1406,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,13887.0,13887.0,1,1,1
13832723180,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,9583.0,9583.0,1,1,1
13833132185,2024,TUNGURAHUA,18,SANTIAGO DE PÍLLARO,1808,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2400.0,2400.0,1,1,1
13833268184,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13833950180,2024,TUNGURAHUA,18,SANTIAGO DE PÍLLARO,1808,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,114199.0,114199.0,1,1,1
13834347185,2024,TUNGURAHUA,18,QUERO,1806,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,3968.0,3968.0,1,1,1
13834427189,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2486.0,2486.0,1,1,1
13834517188,2024,TUNGURAHUA,18,SANTIAGO DE PÍLLARO,1808,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13834640184,2024,TUNGURAHUA,18,BAÑOS DE AGUA SANTA,1802,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2400.0,2400.0,1,1,1
13834926185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13835086181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2850.0,2850.0,1,1,1
13835108184,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2359.0,2359.0,1,1,1
13835402180,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13835604181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13835676182,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2921.0,2921.0,1,1,1
13835681186,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0, ,1,1
13835843186,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,3588.0,3588.0,1,1,1
13836054185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,30216.0,30216.0,1,1,1
13836148180,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,856.0,856.0,1,1,1
13836712182,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13836750181,2024,TUNGURAHUA,18,BAÑOS DE AGUA SANTA,1802,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,6053.0,6053.0,1,1,1
13836797188,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,86644.0,86644.0,1,1,1
13836850186,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0, ,1,1
13837503188,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,15000.0,15000.0,1,1,1
13837622187,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13837768181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13837811184,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",119138.0,119138.0,,119138.0,2,2,2
13837955186,2024,TUNGURAHUA,18,TISALEO,1809,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0, ,1,1
13837986189,2024,TUNGURAHUA,18,TISALEO,1809,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2806.0,2806.0,1,1,1
13838083182,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13838097183,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13838210184,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0, ,1,1
13838543183,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,13000.0,13000.0,1,1,1
13838699183,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13838841184,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,1500.0,1500.0,1,1,1
13839061182,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,7645.0,7645.0,1,1,1
13839062189,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13839221180,2024,TUNGURAHUA,18,PATATE,1805,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,52408.0,52408.0,1,1,1
13839371181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,302.0,302.0,1,1,1
13839497185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13839600181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",185293.0,185293.0,,185293.0,2,2,2
13839837181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13840032188,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,3930.0,3930.0,1,1,1
13840276184,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",301526.0,301526.0,,301526.0,2,2,2
13840546181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,106516.0,106516.0,1,1,1
13840581181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13840603185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13840996187,2024,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2717.0,2717.0,1,1,1
13841025185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13841045186,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,4258.0,4258.0,1,1,1
13841070181,2024,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,108190.0,108190.0,1,1,1
13841233187,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,2705.0,2705.0,1,1,1
13841378185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13841520186,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,4555.0,4555.0,1,1,1
13841523185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13841805181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13841857181,2024,TUNGURAHUA,18,SANTIAGO DE PÍLLARO,1808,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,840.0,840.0,1,1,1
13841995184,2024,TUNGURAHUA,18,TISALEO,1809,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0, ,1,1
13842275185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,1575.0,1575.0,1,1,1
13842856188,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,100.0,100.0,1,1,1
13842910182,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13842950184,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0, ,1,1
13843068183,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13843119187,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13843130181,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",710684.0,710684.0,,710684.0,2,2,2
13843533188,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,12480.0,12480.0,1,1,1
13843566183,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",,,,, ,1,1
13843909188,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13844084182,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,1462.0,1462.0,1,1,1
13844394181,2024,TUNGURAHUA,18,SAN PEDRO DE PELILEO,1807,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,1472.0,1472.0,1,1,1
13844435180,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,500.0,500.0,1,1,1
13844869180,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,,0.0,1,1,1
13845116185,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,1222.0,1222.0,1,1,1
13845363182,2024,TUNGURAHUA,18,AMBATO,1801,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas.,G47,G4761,"Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados.",0.0,0.0,5000.0,5000.0,1,1,1
